序號,股票代號,CB代號,名稱,信用評等,擔保,發行規模,轉換價格,發行年期,詢圈競拍,發行券商,產業分類,產業地位,股本大小,發行價格,到期還本價格,訂價溢價率,掛牌日期,到期日期,掛牌最高,掛牌最低
1694,6255,62551,奈普一,0,,3.0,28.1,5.0,詢圈,,,,,,,,2008-05-19,2013/05/19,111.0,83.0
1695,6257,62571,矽格一,0,,10.0,21.0,5.0,詢圈,,半導體業,RF及混合IC專業測試廠商,,,,,2010-03-15,2015/03/15,153.0,102.0
1696,6257,62572,矽格二,4,無擔保,12.0,28.7,3.0,詢圈,凱基證券,半導體業,RF及混合IC專業測試廠商,45.7,100.5,100.0,1.05,2017-04-24,2020/04/24,166.0,101.65
1697,6257,62573,矽格三,4,無擔保,15.0,37.0,3.0,詢圈,凱基證券,半導體業,RF及混合IC專業測試廠商,45.7,100.5,100.0,1.0898,2019-10-15,2022/10/15,205.0,103.0
1698,6257,62574,矽格四,4,無擔保,15.0,65.4,3.0,競拍,凱基證券,半導體業,RF及混合IC專業測試廠商,45.7,106.2,100.0,1.0296,2021-10-13,2024/10/13,151.0,102.0
1699,6259,62591,百徽一,0,,,,,詢圈,,電子零組件業,主要代理電磁波防制元件和電源相關元件,,,,,,,116.7,94.0
1700,6259,62592,百徽二,板信銀行,有擔保,2.5,15.0,3.0,詢圈,永豐金證,電子零組件業,主要代理電磁波防制元件和電源相關元件,2.17,,,1.021,2014-07-24,2017/07/14,293.0,100.2
1701,6261,62611,久元一,0,,5.0,70.2,5.0,詢圈,,半導體業,專業半導體及光電產品切割、研磨、挑揀、測試代工廠,,,,,2008-05-17,2013/05/17,181.0,87.0
1702,6261,62612,久元二,0,,3.5,77.1,3.0,詢圈,,半導體業,專業半導體及光電產品切割、研磨、挑揀、測試代工廠,,,,,2009-09-26,2012/09/26,163.0,101.65
1703,6261,62613,久元三,5,無擔保,10.0,70.0,3.0,詢圈,凱基證券,半導體業,專業半導體及光電產品切割、研磨、挑揀、測試代工廠,12.8,,,1.0883,2011-10-19,2014/10/09,127.4,98.15
1704,6264,62641,富裔一,板信銀行,有擔保,5.0,15.0,3.0,詢圈,元富證券,建材營造業,入主德士通，以雙北及基隆地區為主的營建公司,11.6,100.0,100.0,1.0101,2014-03-25,2017/03/15,113.9,99.55
1705,6265,62651,方昶一,0,,,,,詢圈,,電子通路業,半導體零組件專業通路商，並跨足保健食品,,,,,,,201.0,97.5
1706,6265,62652,方昶二    ,0,,3.0,13.49,5.0,詢圈,,電子通路業,半導體零組件專業通路商，並跨足保健食品,,,,,2008-03-03,2013/03/03,150.0,95.3
1707,6266,62661,泰詠一,0,,,,,詢圈,,電子零組件業,台灣專業SMT加工及組裝測試廠商,,,,,,,172.0,100.0
1708,6266,62662,泰詠二,0,,2.0,13.08,5.0,詢圈,,電子零組件業,台灣專業SMT加工及組裝測試廠商,,,,,2007-11-06,2012/11/06,126.1,93.05
1709,6269,62691,台郡一,0,,,,,詢圈,,電子零組件業,台灣前三大軟板廠之一,,,,,,,107.0,98.0
1710,6269,62692,台郡二,0,,8.0,54.4,5.0,詢圈,,電子零組件業,台灣前三大軟板廠之一,,,,,2011-01-08,2016/01/08,276.0,107.0
1711,6269,62693,台郡三,4,無擔保,20.0,81.8,3.0,詢圈,元大證券,電子零組件業,台灣前三大軟板廠之一,32.3,100.0,101.5,1.02,2014-08-21,2017/08/21,230.0,100.0
1712,6269,62694,台郡四,4,無擔保,1.6,83.7,2.75,詢圈,元大證券,電子零組件業,台灣前三大軟板廠之一,32.3,100.0,101.3389,1.02,2016-04-12,2018/12/12,203.0,104.5
1713,6269,62695,台郡五,4,無擔保,20.0,93.0,3.0,競拍,元大證券,電子零組件業,台灣前三大軟板廠之一,32.3,115.07,100.0,1.0288,2024-08-02,2027/08/02,114.85,92.5
1714,6269,62696,台郡六,4,無擔保,10.0,101.0,3.0,詢圈,元大證券,電子零組件業,台灣前三大軟板廠之一,32.3,100.0,100.0,1.0825,2024-08-02,2027/08/02,111.75,95.2
1715,6270,62701,倍微一,0,,2.0,,5.0,詢圈,,電子通路業,半導體電子零組件代理及韌體服務,,,,,2005-05-14,2010/05/14,150.0,99.0
1716,6271,62711,同欣電一,3,無擔保,20.0,160.0,3.0,詢圈,凱基證券,半導體業,台灣最大LED陶瓷基板廠,20.9,100.2,100.0,1.0526,2014-04-24,2017/04/14,111.95,97.25
1717,6274,62741,台燿一,0,,,,,詢圈,,電子零組件業,台灣前五大銅箔基板廠之一,,,,,,,159.0,94.0
1718,6274,62742,台燿二,4,無擔保,15.0,99.0,5.0,詢圈,富邦證券,電子零組件業,台灣前五大銅箔基板廠之一,27.1,100.5,100.0,1.044,2018-05-25,2023/05/25,164.0,103.2
1719,6274,62743,台燿三,4,無擔保,18.0,153.4,5.0,詢圈,富邦證券,電子零組件業,台灣前五大銅箔基板廠之一,27.1,101.0,100.0,1.02,2020-05-22,2025/05/22,153.0,98.05
1720,6274,62744,台燿四,4,無擔保,20.0,170.0,5.0,詢圈,國泰證券,電子零組件業,台灣前五大銅箔基板廠之一,27.1,106.0,100.0,1.0322,2024-05-06,2029/05/06,225.0,101.55
1721,6275,62751,元山一,0,,1.2,11.5,3.0,詢圈,,電子零組件業,知名散熱風扇大廠,,,,,2009-08-21,2012/08/21,285.0,99.0
1722,6275,62752,元山二,0,,1.98,21.6,3.0,詢圈,,電子零組件業,知名散熱風扇大廠,,,,,2010-10-19,2013/10/19,128.0,100.6
1723,6275,62753,元山三,0,,1.52,21.6,5.0,詢圈,,電子零組件業,知名散熱風扇大廠,,,,,2010-10-20,2015/10/20,122.0,84.0
1724,6275,62754,元山四,一銀,有擔保,2.2,14.0,3.0,詢圈,第一金證,電子零組件業,知名散熱風扇大廠,7.55,100.0,103.797,1.037,2013-07-18,2016/07/08,141.7,102.0
1725,6275,62755,元山五,台新銀行,有擔保,2.0,13.6,5.0,詢圈,台新證券,電子零組件業,知名散熱風扇大廠,7.55,100.0,106.408,1.1,2016-03-30,2021/03/30,184.0,107.25
1726,6275,62756,元山六,第一銀行,有擔保,3.0,30.0,5.0,競拍,第一金證,電子零組件業,知名散熱風扇大廠,7.55,110.95,101.256,1.0619,2021-09-30,2026/09/30,269.0,102.5
1727,6276,62761,名鐘一,0,,,,,詢圈,,電腦及週邊設備業,產品主要應用於DI PC之電源供應器與機殼廠,,,,,,,162.0,50.0
1728,6279,62791,胡連一,4,無擔保,15.0,146.5,5.0,競拍,永豐金證,電子零組件業,兩岸最大汽車端子製造商,9.97,108.61,100.0,1.0209,2023-06-14,2028/06/14,146.0,99.6
1729,6282,62821,康舒一,4,無擔保,50.0,38.8,5.0,詢圈,凱基證券,電子零組件業,金仁寶集團旗下電源供應器廠,86.2,100.5,100.0,1.1548,2022-02-23,2027/02/23,164.0,96.55
1730,6282,62822,康舒二,5,無擔保,40.0,50.0,5.0,詢圈,凱基證券,電子零組件業,金仁寶集團旗下電源供應器廠,86.2,101.0,100.0,1.0972,2023-06-13,2028/06/13,124.65,95.5
1731,6283,62831,淳安一,0,無擔保,2.8,62.22,5.0,詢圈,群益證券,其他業電子業,鍵盤導電薄膜與車載鏡頭製造商,,,,,,,122.0,90.0
1732,6283,62832,淳安二,中國信託,有擔保,3.0,55.1,3.0,競拍,中信證券,其他業電子業,鍵盤導電薄膜與車載鏡頭製造商,14.8,110.78,100.0,1.02,2021-11-22,2024/11/22,121.5,99.8
1733,6284,62841,佳邦一,0,,,,,詢圈,,電子零組件業,電子保護元件及天線產品之領導廠商,,,,,,,130.0,100.0
1734,6284,62842,佳邦二,兆豐銀行,有擔保,3.0,30.34,3.0,詢圈,兆豐證券,電子零組件業,電子保護元件及天線產品之領導廠商,14.9,100.0,100.0,1.01,2013-11-25,2016/11/15,180.0,100.2
1735,6284,62843,佳邦三,4,無擔保,7.0,92.0,3.0,競拍,台新證券,電子零組件業,電子保護元件及天線產品之領導廠商,14.9,108.68,100.0,1.1,2023-12-14,2026/12/14,133.5,100.05
1736,6285,62851,啟碁一,3,無擔保,15.0,216.4,3.0,詢圈,凱基證券,通信網路業,緯創轉投資無線、衛星通訊產品大廠,48.2,,,1.1,2011-06-14,2014/06/04,103.0,93.65
1737,6285,62852,啟碁二,3,無擔保,15.0,88.0,3.0,詢圈,凱基證券,通信網路業,緯創轉投資無線、衛星通訊產品大廠,48.2,100.0,100.0,1.04,2016-01-05,2019/01/05,127.6,101.0
1738,6285,62853,啟碁三,3,無擔保,28.0,74.5,3.0,詢圈,凱基證券,通信網路業,緯創轉投資無線、衛星通訊產品大廠,48.2,101.0,100.0,1.098,2022-06-27,2025/06/27,251.0,100.3
1739,6287,62871,元隆一,0,,,,,詢圈,,半導體業,台灣功率半導體及類比IC晶圓代工廠,,,,,,,171.0,81.45
1740,6287,62872,元隆二,0,,3.5,15.35,3.0,詢圈,,半導體業,台灣功率半導體及類比IC晶圓代工廠,,,,,2010-06-26,2013/06/26,111.1,100.45
1741,6287,62873,元隆三,0,,3.5,8.28,3.0,詢圈,,半導體業,台灣功率半導體及類比IC晶圓代工廠,,,,,2011-05-10,2014/05/10,110.0,101.5
1742,6287,62874,元隆四,華南銀行,有擔保,2.5,5.8,3.0,詢圈,華南永昌,半導體業,台灣功率半導體及類比IC晶圓代工廠,11.0,100.0,103.03,1.0882,2015-02-09,2018/01/31,118.0,99.5
1743,6287,62875,元隆五,華南銀行,有擔保,2.5,4.8,3.0,詢圈,國票證券,半導體業,台灣功率半導體及類比IC晶圓代工廠,11.0,100.0,103.03,1.02,2017-12-08,2020/12/08,105.4,97.0
1744,6288,62881,聯嘉一,合庫銀,有擔保,5.0,27.97,3.0,詢圈,永豐金證,汽車工業,台灣車用LED模組及元件廠,20.6,101.0,100.0,1.1,2019-12-25,2022/12/25,146.0,99.6
1745,6288,62882,聯嘉二,6,無擔保,5.0,35.43,3.0,詢圈,永豐金證,汽車工業,台灣車用LED模組及元件廠,20.6,101.0,100.0,1.1,2021-05-19,2024/05/19,114.3,97.05
1746,6288,62883,聯嘉三,7,無擔保,5.0,21.96,3.0,詢圈,永豐金證,汽車工業,台灣車用LED模組及元件廠,20.6,100.0,100.0,1.0501,2022-11-15,2025/11/15,167.0,100.0
1747,6288,62884,聯嘉四,7,無擔保,5.0,33.35,3.0,詢圈,統一證券,汽車工業,台灣車用LED模組及元件廠,20.6,100.0,100.0,1.0501,2023-12-21,2026/12/21,118.5,99.8
1748,6289,62891,華上一,0,,,,,詢圈,,,,,,,,,,197.0,91.0
1749,6289,62892,華上二,0,,20.0,31.32,4.0,詢圈,,,,,,,,2007-12-11,2011/12/11,147.9,19.8
1750,6290,62901,良維一,0,有擔保,2.4,21.21,5.0,詢圈,元大證券,電子零組件業,全球知名電源線及充電器轉接頭製造商,,,,,,,165.0,106.0
1751,6290,62902,良維二,0,無擔保,1.6,21.21,5.0,詢圈,元大證券,電子零組件業,全球知名電源線及充電器轉接頭製造商,,,,,,,166.0,105.0
1752,6290,62903,良維三,0,有擔保,1.5,28.1,5.0,詢圈,中信證券,電子零組件業,全球知名電源線及充電器轉接頭製造商,,,,,,,255.0,97.7
1753,6290,62904,良維四,0,無擔保,3.5,28.1,5.0,詢圈,中信證券,電子零組件業,全球知名電源線及充電器轉接頭製造商,,,,,2006-12-21,2011-12-21 00:00:00,252.0,71.0
1754,6290,62905,良維五,中國信託擔,有擔保,2.0,34.02,5.0,詢圈,元大證券,電子零組件業,全球知名電源線及充電器轉接頭製造商,15.4,100.0,100.0,1.02,2011-08-04,2016/07/25,154.0,102.0
1755,6290,62906,良維六,5,無擔保,3.0,34.0,5.0,詢圈,元大證券,電子零組件業,全球知名電源線及充電器轉接頭製造商,15.4,100.0,100.0,1.02,2011-08-05,2016/07/26,164.0,93.5
1756,6290,62907,良維七,中國信託銀,有擔保,2.0,32.1,5.0,詢圈,凱基證券,電子零組件業,全球知名電源線及充電器轉接頭製造商,15.4,100.0,100.0,1.01,2016-07-07,2021/07/07,285.0,109.1
1757,6290,62908,良維八,5,無擔保,3.0,32.1,5.0,詢圈,凱基證券,電子零組件業,全球知名電源線及充電器轉接頭製造商,15.4,100.0,100.0,1.01,2016-07-08,2021/07/08,298.0,107.05
1758,6290,62909,良維九,5,無擔保,6.0,55.6,5.0,詢圈,富邦證券,電子零組件業,全球知名電源線及充電器轉接頭製造商,15.4,100.5,100.0,1.06,2022-03-07,2027/03/07,208.0,108.2
1759,6414,64141,樺漢一,4,無擔保,8.0,295.0,3.0,詢圈,福邦證券,電腦及週邊設備業,鴻海轉投資之工業電腦廠,13.2,100.0,100.0,1.076,2015-05-05,2018/05/05,191.0,103.6
1760,6414,64142,樺漢二,4,無擔保,18.0,435.0,5.0,詢圈,凱基證券,電腦及週邊設備業,鴻海轉投資之工業電腦廠,13.2,100.0,100.0,1.0507,2016-05-13,2021/05/13,129.0,93.5
1761,6414,64143,樺漢三,4,無擔保,60.0,272.8,5.0,詢圈,元大證券,電腦及週邊設備業,鴻海轉投資之工業電腦廠,13.2,100.2,100.0,1.1,2019-02-26,2024/02/26,150.0,93.0
1762,6414,64144,樺漢四,4,無擔保,10.0,221.1,5.0,詢圈,國票證券,電腦及週邊設備業,鴻海轉投資之工業電腦廠,13.2,100.5,100.0,1.07,2021-11-16,2026/11/16,185.0,105.5
1763,6414,64145,樺漢五,4,無擔保,30.0,295.0,3.0,詢圈,凱基證券,電腦及週邊設備業,鴻海轉投資之工業電腦廠,13.2,100.5,100.0,1.0315,2023-08-16,2026/08/16,130.0,102.0
1764,6416,64161,瑞祺電通一,5,無擔保,7.0,104.1,3.0,詢圈,國票證券,通信網路業,台灣網通資安設備龍頭大廠,7.33,100.7,101.5075,1.02,2020-02-10,2023/02/10,177.0,101.25
1765,6422,64221,君耀一K,,,,69.5,,詢圈,兆豐證券,,,,100.0,0.0,0.0,,,126.5,98.95
1766,6425,64251,易發一,聯保,有擔保,2.0,61.0,3.0,競拍,福邦證券,電機機械,深耕面板製程設備，並跨足半導體及動力電池設備之廠商,4.36,123.5,100.0,1.0204,2024-10-15,2027/10/15,154.0,108.1
1767,6426,64261,統新一,6,無擔保,1.5,209.3,3.0,詢圈,台新證券,通信網路業,台灣光通訊元件濾光片廠商,3.85,100.0,101.508,1.05,2017-06-12,2020/06/12,115.0,92.0
1768,6432,64321,今展科一,永豐銀行,有擔保,1.8,35.9,3.0,詢圈,永豐金證,電子零組件業,專業之電感供應商,3.06,100.0,100.0,1.046,2016-03-11,2019/03/11,170.0,99.65
1769,6432,64322,今展科二,彰銀,有擔保,2.3,25.7,3.0,詢圈,統一證券,電子零組件業,專業之電感供應商,3.06,100.0,0.0,1.02,2019-09-03,2022/09/03,200.0,110.0
1770,6432,64323,今展科三,永豐銀行,有擔保,2.3,41.02,3.0,詢圈,統一證券,電子零組件業,專業之電感供應商,3.06,100.0,100.0,1.05,2021-07-02,2024/07/02,136.0,99.85
1771,6432,64324,今展科四,6,無擔保,2.5,33.84,3.0,詢圈,統一證券,電子零組件業,專業之電感供應商,3.22,100.0,100.0,1.051,2024-08-16,2027/08/16,124.0,100.0
1772,6438,64381,迅得一,5,無擔保,4.0,72.9,3.0,詢圈,台新證券,其他業電子業,主要為PCB相關之自動化設備供應商,7.53,100.0,100.0,1.035,2019-11-25,2022/11/25,194.0,102.0
1773,6438,64382,迅得二,5,無擔保,3.0,115.0,3.0,詢圈,凱基證券,其他業電子業,主要為PCB相關之自動化設備供應商,7.53,100.5,100.0,1.06,2023-05-05,2026/05/05,239.0,110.55
1774,6441,64411,廣錠一,華南銀行,有擔保,2.75,61.9,3.0,詢圈,國票證券,電腦及週邊設備業,廣積旗下博奕機台兼儲能系統公司,5.33,100.0,100.0,1.0205,2020-03-05,2023/03/05,289.0,105.3
1775,6441,64412,廣錠二,台新銀行,有擔保,2.25,61.9,3.0,詢圈,國票證券,電腦及週邊設備業,廣積旗下博奕機台兼儲能系統公司,5.33,100.0,100.0,1.0205,2020-03-05,2023/03/05,282.0,106.5
1776,6441,64413,廣錠三,華南銀行,有擔保,4.0,148.1,3.0,詢圈,國票證券,電腦及週邊設備業,廣積旗下博奕機台兼儲能系統公司,5.33,102.0,100.0,1.08,2020-10-26,2023/10/26,129.0,99.4
1777,6441,64414,廣錠四,台新銀行,有擔保,2.0,148.1,3.0,詢圈,國票證券,電腦及週邊設備業,廣積旗下博奕機台兼儲能系統公司,5.33,102.0,100.0,1.08,2020-10-26,2023/10/26,129.0,99.4
1778,6441,64415,廣錠五,6,無擔保,2.0,143.0,3.0,詢圈,國票證券,電腦及週邊設備業,廣積旗下博奕機台兼儲能系統公司,5.33,100.0,100.0,1.02,2020-10-27,2023/10/27,125.0,94.5
1779,6442,64421,光聖一,6,無擔保,10.0,491.3,3.0,詢圈,台新證券,通信網路業,光纖主被動元件及高頻連接器製造商,7.56,100.5,100.0,1.051,2024-11-11,2027/11/11,223.0,97.0
1780,6449,64491,鈺邦一,6,無擔保,3.0,38.7,3.0,詢圈,元大證券,電子零組件業,全球前三大固態電容廠之一,8.9,100.0,100.0,1.0292,2017-03-01,2020/03/01,223.0,99.85
1781,6449,64492,鈺邦二,6,無擔保,2.5,63.0,3.0,詢圈,元大證券,電子零組件業,全球前三大固態電容廠之一,8.9,100.0,0.0,1.0338,2018-04-27,2021/04/27,134.0,96.0
1782,6451,64511,訊芯一K,4,無擔保,15.3,175.2,5.0,詢圈,福邦證券,半導體業,鴻海集團轉投資系統模組封裝廠,10.7,100.5,100.0,1.13,2018-02-12,2023/02/12,115.0,94.0
1783,6451,64512,訊芯二K,5,無擔保,25.0,241.2,3.0,競拍,福邦證券,半導體業,鴻海集團轉投資系統模組封裝廠,10.7,104.08,100.0,1.035,2025-02-27,2028-02-27 00:00:00,104.05,86.5
1784,6465,64651,威潤一,板信銀行,有擔保,2.5,35.3,3.0,詢圈,富邦證券,通信網路業,以自有品牌「ATrack」行銷衛星定位監控系統廠商,3.23,100.5,100.7519,1.0217,2020-12-09,2023/12/09,123.0,99.5
1785,6469,64691,大樹一,5,無擔保,3.0,90.8,3.0,詢圈,富邦證券,生技醫療業,醫藥品連鎖通路商，為全台最大婦幼處方藥局,11.2,100.0,100.0,1.03,2018-06-12,2021/06/12,237.0,100.05
1786,6469,64692,大樹二,4,無擔保,10.0,304.98,3.0,競拍,統一證券,生技醫療業,醫藥品連鎖通路商，為全台最大婦幼處方藥局,11.2,104.21,100.0,1.02,2022-09-12,2025/09/12,155.0,99.35
1787,6472,64721,保瑞一,7,無擔保,1.0,120.0,3.0,詢圈,台新證券,生技醫療業,專注於改良劑型新藥研發公司,10.1,100.0,100.0,1.0256,2018-07-06,2021/07/06,220.0,100.2
1788,6472,64722,保瑞二,6,無擔保,8.0,300.0,5.0,競拍,台新證券,生技醫療業,專注於改良劑型新藥研發公司,10.1,106.3,100.0,1.0204,2022-09-28,2027/09/28,355.0,104.0
1789,6472,64723,保瑞三,6,無擔保,17.0,808.0,5.0,競拍,台新證券,生技醫療業,專注於改良劑型新藥研發公司,10.1,119.35,100.0,1.0298,2023-08-04,2028/08/04,161.0,102.0
1790,6477,64771,安集一,6,無擔保,3.0,23.0,5.0,競拍,福邦證券,光電業,台灣太陽能電池模組製造商,12.4,101.59,102.53,1.02,2019-12-20,2024/12/20,323.0,91.0
1791,6477,64772,安集二,6,無擔保,3.0,42.1,5.0,競拍,國泰證券,光電業,台灣太陽能電池模組製造商,12.4,120.18,102.53,1.02,2020-10-30,2025/10/30,176.0,99.75
1792,6477,64773,安集三,6,無擔保,5.0,45.2,5.0,競拍,福邦證券,光電業,台灣太陽能電池模組製造商,12.4,106.99,102.53,1.0215,2021-08-04,2026/08/04,147.0,93.05
1793,6477,64774,安集四,6,無擔保,10.0,53.9,5.0,競拍,福邦證券,光電業,台灣太陽能電池模組製造商,12.4,100.91,101.26,1.02,2022-07-21,2027/07/21,113.0,94.5
1794,6486,64861,互動一,6,無擔保,6.0,78.5,3.0,詢圈,富邦證券,通信網路業,仲琦旗下電信寬頻網路系統整合規劃廠商,4.31,100.2,100.0,1.05,2019-11-22,2022/11/22,132.2,99.55
1795,6486,64862,互動二,第一銀行,有擔保,6.0,60.7,3.0,競拍,富邦證券,通信網路業,仲琦旗下電信寬頻網路系統整合規劃廠商,4.31,106.15,100.0,1.02,2023-01-11,2026/01/11,175.0,108.2
1796,6496,64961,科懋一,華南銀,有擔保,3.0,32.2,3.0,詢圈,凱基證券,生技醫療業,代理藥品及檢驗試劑，並開發解毒劑之公司,4.78,102.0,100.0,1.02,2020-09-24,2023/09/24,114.0,99.7
1797,6509,65092,聚和二,0,,1.5,23.8,3.0,詢圈,,化學工業,全球前三大自黏便條紙商、知名造紙化學品廠,,,,,2009-11-13,2012/11/13,146.0,101.5
1798,6509,65093,聚和三,0,,1.5,23.8,5.0,詢圈,,化學工業,全球前三大自黏便條紙商、知名造紙化學品廠,,,,,2009-11-14,2014/11/14,145.0,92.5
1799,6509,65094,聚和四,兆豐銀行,有擔保,3.0,20.4,3.0,詢圈,凱基證券,化學工業,全球前三大自黏便條紙商、知名造紙化學品廠,17.3,100.0,0.0,1.01,2014-10-30,2017/10/30,119.0,99.9
1800,6509,65095,聚和五,5,無擔保,3.0,55.9,3.0,競拍,台新證券,化學工業,全球前三大自黏便條紙商、知名造紙化學品廠,17.3,110.12,100.0,1.02,2021-10-29,2024/10/29,145.0,98.0
1801,6509,65096,聚和六,5,無擔保,5.0,41.5,3.0,競拍,凱基證券,化學工業,全球前三大自黏便條紙商、知名造紙化學品廠,17.3,115.46,100.0,1.03,2024-07-03,2027/07/03,122.1,99.95
1802,6515,65151,穎崴一,5,無擔保,10.0,886.0,3.0,競拍,凱基證券,半導體業,台灣晶圓檢測測試治具和探針卡廠,3.48,116.37,100.0,1.02,2024-05-31,2027/05/31,165.0,118.0
1803,6532,65321,瑞耘一,玉山銀行,有擔保,2.5,44.1,3.0,詢圈,玉山證券,半導體業,半導體前段製程設備及零件供應商,3.74,101.0,100.0,1.06,2020-03-18,2023/03/18,200.0,101.95
1804,6546,65461,正基一,7,無擔保,6.0,158.8,3.0,詢圈,凱基證券,通信網路業,正文轉投資的無線通訊模組廠,6.62,100.5,100.0,1.0517,2024-06-05,2027/06/05,155.0,92.1
1805,6547,65471,高端疫苗一,7,無擔保,17.5,278.0,3.0,詢圈,富邦證券,生技醫療業,專注於疫苗及生物製劑開發的生技新藥公司,32.9,100.3,100.0,1.0775,2022-05-09,2025/05/09,120.15,86.75
1806,6548,65481,長科一,華南/玉山,有擔保,15.0,75.0,5.0,競拍,凱基證券,半導體業,長華電材旗下之封測導線架大廠,3.8,120.56,100.0,1.0417,2021-07-19,2026/07/19,148.0,120.0
1807,6552,65521,易華電一,台新銀行,有擔保,5.0,63.5,5.0,競拍,台新證券,半導體業,長華轉投資之面板驅動IC用高階軟性基板廠,8.3,106.63,100.0,1.0763,2021-10-25,2026/10/25,123.5,98.05
1808,6558,65581,興能高一,6,無擔保,5.0,77.0,5.0,詢圈,元大證券,其他業電子業,以穿載式應用為主的鋰電池廠商,9.38,101.0,100.0,1.083,2019-11-20,2024/11/20,111.8,91.5
1809,6570,65701,維田一,6,無擔保,1.5,40.8,3.0,競拍,中信證券,電腦及週邊設備業,以嵌入式系統為主之工業電腦廠商,3.71,104.61,100.0,1.02,2022-06-06,2025/06/06,185.0,103.85
1810,6573,65731,虹揚一K,7,無擔保,5.0,57.5,3.0,詢圈,康和證券,半導體業,二極體及橋式整流器製造商,8.05,100.0,100.0,1.15,2018-08-17,2021/08/17,105.0,77.5
1811,6578,65781,達邦蛋白一,兆豐銀行,有擔保,2.0,18.5,3.0,競拍,兆豐證券,農業科技業,亞洲唯一具有微生物醱酵技術的飼料廠商,5.97,112.02,101.5075,1.0482,2021-12-08,2024/12/08,202.0,102.5
1812,6579,65791,研揚一,0,,,,,詢圈,,電腦及週邊設備業,華碩、廣積轉投資工業電腦廠,,,,,,,138.1,96.0
1813,6584,65841,南俊國際一,彰化銀行,有擔保,10.0,178.8,3.0,競拍,凱基證券,電子零組件業,專業鋼珠滑軌之製造廠商,6.6,114.7,100.0,1.0241,2024-10-29,2027/10/29,212.0,101.0
1814,6584,65842,南俊國際二,7,無擔保,3.0,193.0,3.0,詢圈,凱基證券,電子零組件業,專業鋼珠滑軌之製造廠商,6.6,100.5,100.0,1.0515,2024-10-30,2027/10/30,194.0,98.0
1815,6585,65851,鼎基一,第一銀行,有擔保,5.0,120.9,3.0,競拍,第一金證,其他業,全球前三大TPU產品生產商,6.92,111.96,100.0,1.05,2023-10-26,2026/10/26,192.0,105.6
1816,6585,65852,鼎基二,6,無擔保,2.0,120.6,3.0,詢圈,第一金證,其他業,全球前三大TPU產品生產商,6.92,101.0,100.0,1.0501,2023-10-27,2026/10/27,191.0,106.0
1817,6589,65891,台康生技一,台中銀,有擔保,3.0,57.1,3.0,詢圈,元大證券,生技醫療業,台灣生技藥品委託開發生產服務廠商,30.6,100.0,100.0,1.045,2020-05-29,2023/05/29,313.0,109.8
1818,6591,65911,動力一K,6,無擔保,1.5,43.73,3.0,詢圈,康和證券,電腦及週邊設備業,電競PC散熱風扇供應商,3.56,100.0,100.0,1.05,2019-01-03,2022/01/03,182.0,95.2
1819,6591,65912,動力二K,7,無擔保,2.2,64.89,3.0,詢圈,康和證券,電腦及週邊設備業,電競PC散熱風扇供應商,3.56,100.5,100.0,1.05,2020-09-01,2023/09/01,127.0,96.3
1820,6591,65913,動力三K,7,無擔保,3.0,48.5,3.0,詢圈,康和證券,電腦及週邊設備業,電競PC散熱風扇供應商,3.56,100.0,100.0,1.051,2022-08-12,2025/08/12,195.0,94.6
1821,6593,65931,台灣銘板一,台新銀行,有擔保,3.0,37.8,3.0,競拍,統一證券,資訊服務業,專業信用卡製卡廠商,2.29,109.71,100.0,1.02,2022-12-14,2025/12/14,496.0,113.5
1822,6603,66031,富鑫一,0,,,,,詢圈,,電機機械,台灣塑膠射出機領導廠商,,,,,,,103.0,87.2
1823,6603,66032,富強鑫二,聯貸擔保,有擔保,3.0,12.53,5.0,詢圈,第一金證,電機機械,台灣塑膠射出機領導廠商,15.7,100.0,103.8067,1.0105,2015-06-02,2020/06/02,167.0,103.5
1824,6603,66033,富強鑫三,6,無擔保,5.0,18.25,3.0,詢圈,統一證券,電機機械,台灣塑膠射出機領導廠商,15.7,100.0,100.0,1.06,2022-08-24,2025/08/24,136.25,98.05
1825,6605,66051,帝寶一,0,,,,,詢圈,,汽車工業,主攻歐美AM市場之車燈製造商,,,,,,,192.0,97.0
1826,6613,66131,朋億一,5,無擔保,8.0,89.5,3.0,詢圈,國票證券,其他業電子業,聖暉子公司，經營半導體自動化供應系統等業務,3.59,101.0,100.0,1.051,2022-12-12,2025/12/12,281.0,105.1
1827,6616,66161,特昇一K,6,無擔保,2.0,40.8,3.0,詢圈,永豐金證,居家生活,馬來西亞前五大木製寢室傢俱公司,3.42,101.0,100.0,1.05,2019-12-03,2022/12/03,104.0,85.0
1828,6616,66162,特昇二K,6,無擔保,1.4,22.8,3.0,競拍,第一金證,居家生活,馬來西亞前五大木製寢室傢俱公司,3.42,101.0,100.0,1.05,2021-11-11,2024/11/11,120.5,95.0
1829,6616,66163,特昇三K,6,無擔保,1.2,14.8,5.0,詢圈,第一金證,居家生活,馬來西亞前五大木製寢室傢俱公司,3.42,100.0,100.0,1.053,2023-09-20,2028/09/20,119.35,93.5
1830,6624,66241,萬年清一,土地銀行,有擔保,1.0,42.2,5.0,競拍,玉山證券,綠能環保,從事工業用水與廢水處理之統包工程,1.8,113.98,100.0,1.03,2024-07-05,2029/07/05,122.5,101.35
1831,6629,66291,泰金一K,6,無擔保,2.0,59.8,3.0,競拍,中信證券,居家生活,泰國家飾鑄件大廠,3.57,107.88,100.0,1.02,2020-10-22,2023/10/22,126.0,97.1
