序號,股票代號,CB代號,名稱,信用評等,擔保,發行規模,轉換價格,發行年期,詢圈競拍,發行券商,產業分類,產業地位,股本大小,發行價格,到期還本價格,訂價溢價率,掛牌日期,到期日期,掛牌最高,掛牌最低
655,3042,30421,晶技一,0,,,,,詢圈,,電子零組件業,台灣最大石英元件、頻率控制元件廠商,,,,,,,191.0,93.05
656,3042,30422,晶技二,0,,8.0,,5.0,詢圈,,電子零組件業,台灣最大石英元件、頻率控制元件廠商,,,,,2006-10-28,2011/10/28,166.0,90.0
657,3042,30423,晶技三,0,,8.0,57.6,3.0,詢圈,,電子零組件業,台灣最大石英元件、頻率控制元件廠商,,,,,2010-01-01,2013/01/01,116.9,97.0
658,3042,30424,晶技四,4,無擔保,8.0,49.2,3.0,詢圈,元大證券,電子零組件業,台灣最大石英元件、頻率控制元件廠商,31.0,,,1.04,2013-01-25,2016/01/15,112.1,98.0
659,3042,30425,晶技五,4,無擔保,12.0,138.0,3.0,詢圈,元大證券,電子零組件業,台灣最大石英元件、頻率控制元件廠商,31.0,100.0,100.0,1.0673,2021-07-26,2024/07/26,121.2,99.65
660,3043,30431,科風一,0,,,,,詢圈,,其他業電子業,不斷電系統和電力保護產品品牌廠商,,,,,,,278.0,101.0
661,3043,30432,科風二,中國信託/遠銀,有擔保,3.0,25.5,3.0,詢圈,凱基證券,其他業電子業,不斷電系統和電力保護產品品牌廠商,3.9,,,1.01,2011-10-24,2014/10/14,117.2,95.75
662,3045,30451,台灣一,0,,,,,詢圈,,通信網路業,台灣前三大電信業者之一,,,,,,,146.0,113.0
663,3045,30452,台灣大二,0,,,,,詢圈,,通信網路業,台灣前三大電信業者之一,,,,,,,182.0,106.0
664,3045,30453,台灣大三,1,無擔保,100.0,116.1,5.0,詢圈,元大證券,通信網路業,台灣前三大電信業者之一,372.0,100.0,100.0,1.1,2016-11-22,2021/11/22,116.65,100.1
665,3045,30454,台灣大四,2,無擔保,70.0,123.0,5.0,詢圈,元大證券,通信網路業,台灣前三大電信業者之一,372.0,100.0,100.0,1.1,2025-02-24,2030-02-24 00:00:00,100.8,97.65
666,3045,30455,台灣大五,2,無擔保,30.0,115.8,5.0,競拍,元大證券,通信網路業,台灣前三大電信業者之一,372.0,100.63,100.0,1.04,2025-02-25,2030-02-25 00:00:00,104.5,100.8
667,3047,30471,訊舟一,0,,,,,詢圈,,通信網路業,兼營品牌(EDIMAX)與代工的網通設備廠,,,,,,,109.4,92.2
668,3047,30472,訊舟二,0,,2.0,,5.0,詢圈,,通信網路業,兼營品牌(EDIMAX)與代工的網通設備廠,,,,,2007-05-07,2012/05/07,178.0,87.45
669,3047,30473,訊舟三,0,,2.0,,5.0,詢圈,,通信網路業,兼營品牌(EDIMAX)與代工的網通設備廠,,,,,2009-09-07,2014/09/07,192.0,102.0
670,3047,30474,訊舟四,0,,2.0,22.97,5.0,詢圈,,通信網路業,兼營品牌(EDIMAX)與代工的網通設備廠,,,,,2010-06-19,2015/06/19,120.0,96.5
671,3047,30475,訊舟五,安泰銀行擔保,有擔保,2.7,10.33,5.0,詢圈,統一證券,通信網路業,兼營品牌(EDIMAX)與代工的網通設備廠,21.3,,,1.0177,2011-12-08,2016/11/28,153.0,102.0
672,3047,30476,訊舟六,中信銀/中華開發,有擔保,4.0,13.6,5.0,詢圈,統一證券,通信網路業,兼營品牌(EDIMAX)與代工的網通設備廠,21.3,100.0,0.0,1.03,2013-02-27,2018/02/17,128.9,99.65
673,3047,30477,訊舟七,彰化銀行,有擔保,4.0,13.88,5.0,詢圈,統一證券,通信網路業,兼營品牌(EDIMAX)與代工的網通設備廠,21.3,101.0,0.0,1.03,2021-03-30,2026/03/30,368.0,106.0
674,3047,30478,訊舟八,,,,,,詢圈,,,,,,,,,,0.0,0.0
675,3048,30481,益登一,6,無擔保,3.0,26.6,3.0,詢圈,凱基證券,電子通路業,全球第十大半導體代理商,27.0,100.0,100.75,1.01,2014-07-11,2017/07/01,128.1,99.85
676,3050,30501,鈺德一,0,,,,,詢圈,,光電業,錸德集團旗下台灣最大預錄碟片廠,,,,,,,139.0,96.0
677,3051,30511,力特一,0,,,,,詢圈,,光電業,全球前十大偏光板供應商之一,,,,,,,348.0,125.55
678,3051,30512,力特二,0,,,,,詢圈,,光電業,全球前十大偏光板供應商之一,,,,,,,420.0,101.05
679,3054,30541,萬國一,0,,,,,詢圈,,食品工業,生技保健相關產品之銷售廠商,,,,,,,153.0,100.0
680,3054,30542,萬國二,兆豐銀保,有擔保,2.5,8.9,3.0,詢圈,國泰證券,食品工業,生技保健相關產品之銷售廠商,8.34,,,1.1,2012-11-27,2015/11/17,289.0,105.8
681,3054,30543,萬國三,華南銀行,有擔保,3.5,22.9,3.0,詢圈,國泰證券,食品工業,生技保健相關產品之銷售廠商,8.34,100.0,100.0,1.02,2014-01-02,2016/12/22,125.5,99.7
682,3055,30551,蔚科一,0,,,,,詢圈,,電子通路業,專業之半導體設備經銷代理商,,,,,,,114.0,95.0
683,3056,30561,駿億一,0,,,,,詢圈,,建材營造業,推案集中於中部地區之建商,,,,,,,100.0,99.0
684,3056,30562,總太二,合庫銀行,有擔保,7.0,28.37,3.0,詢圈,合作金庫,建材營造業,推案集中於中部地區之建商,34.2,100.0,100.0,1.01,2013-05-13,2016/05/03,143.5,99.05
685,3057,30571,喬鼎一,0,,6.0,28.9,3.0,詢圈,,電腦及週邊設備業,全球知名RAID控制器及儲存解決方案供應商,,,,,2011-01-04,2014/01/04,146.0,99.6
686,3058,30581,立德一,0,,3.0,16.77,3.0,詢圈,,電子零組件業,以消費性網通應用為主的電源供應器廠,,,,,2011-03-14,2014/03/14,148.0,98.5
687,3059,30591,華晶一,0,,,,,詢圈,,光電業,以車用鏡頭、影像晶片與醫療產品為主軸,,,,,,,160.0,98.15
688,3060,30601,銘異一,0,,,,,詢圈,,電腦及週邊設備業,台灣最大硬碟零組件製造商，主要產品為音圈馬達,,,,,,,153.0,96.0
689,3060,30602,銘異二,0,,7.5,43.5,5.0,詢圈,,電腦及週邊設備業,台灣最大硬碟零組件製造商，主要產品為音圈馬達,,,,,2009-11-20,2014/11/20,232.0,106.1
690,3060,30603,銘異三,4,無擔保,6.47,69.53,5.0,詢圈,統一證券,電腦及週邊設備業,台灣最大硬碟零組件製造商，主要產品為音圈馬達,13.8,,,1.0396,2011-09-21,2016/09/11,226.0,95.0
691,3061,30611,璨圓一,0,,,,,詢圈,,,,,,,,,,219.0,87.0
692,3061,30612,璨圓二,0,,,,,詢圈,,,,,,,,,,228.0,107.0
693,3061,30613,璨圓三,0,,,,,詢圈,,,,,,,,,,245.0,92.8
694,3061,30614,璨圓四,,,,20.8,,詢圈,永豐金證,,,,100.0,0.0,0.0,,,115.7,97.5
695,3066,30661,李洲一,0,,,,,詢圈,,光電業,台灣利基型LED封裝廠,,,,,,,215.0,101.0
696,3068,30681,美磊一,0,,7.0,84.0,5.0,詢圈,,,,,,,,2010-10-26,2015/10/26,119.5,92.6
697,3071,30711,協禧一,0,,3.0,13.51,2.0,詢圈,,電腦及週邊設備業,生產NB用散熱風扇及模組廠,,,,,2010-02-16,2012/02/16,144.0,101.0
698,3073,30731,普格一,0,,3.5,39.78,3.0,詢圈,,綠能環保,從事太陽能發電、風力發電、儲能等再生能源業務,,,,,2008-10-14,2011/10/14,133.0,97.05
699,3073,30732,普格二,0,,0.5,39.78,3.0,詢圈,,綠能環保,從事太陽能發電、風力發電、儲能等再生能源業務,,,,,2008-10-14,2011/10/14,132.0,86.0
700,3073,30733,普格三,合庫擔保,有擔保,3.0,13.5,3.0,詢圈,國票證券,綠能環保,從事太陽能發電、風力發電、儲能等再生能源業務,3.21,,,1.0212,2011-12-06,2014/11/26,222.0,99.05
701,3079,30791,宏億一,0,,,,,詢圈,,,,,,,,,,120.0,97.0
702,3085,30851,久大一,0,,2.0,15.2,3.0,詢圈,,數位雲端,台灣服飾電商業者,,,,,2010-02-12,2013/02/12,167.0,105.7
703,3086,30861,華義一,元大銀行,有擔保,3.0,11.77,3.0,詢圈,國泰證券,文化創意業,,2.36,100.0,100.0,1.01,2014-12-23,2017/12/23,158.0,99.6
704,3088,30881,艾訊一,5,無擔保,4.2,60.8,5.0,詢圈,凱基證券,電腦及週邊設備業,研華轉投資工業電腦廠商,10.2,100.0,100.0,1.0233,2016-12-13,2021/12/13,129.0,104.0
705,3088,30882,艾訊二,5,無擔保,8.0,109.5,3.0,競拍,凱基證券,電腦及週邊設備業,研華轉投資工業電腦廠商,10.2,106.0,100.0,1.0234,2023-08-28,2026/08/28,167.0,105.1
706,3089,30891,展成一,0,,,,,詢圈,,,,,,,,,,103.45,80.5
707,3089,30892,展成二,,,,,,詢圈,0,,,,,,0.0,,,220.0,107.0
708,3090,30901,日電一,0,,,,,詢圈,,電子零組件業,台灣最大的被動元件代理商,,,,,,,188.0,99.0
709,3092,30921,鴻碩一,華南銀,有擔保,5.0,38.9,3.0,詢圈,第一金證,電子零組件業,台灣知名連接元件製造商,10.7,102.0,100.0,1.03,2020-09-21,2023/09/21,213.0,99.85
710,3092,30922,鴻碩二,7,無擔保,2.5,37.6,3.0,競拍,凱基證券,電子零組件業,台灣知名連接元件製造商,10.7,107.33,100.0,1.022,2023-07-04,2026/07/04,116.6,94.0
711,3095,30951,及成一,0,,10.0,30.7,5.0,詢圈,,通信網路業,台灣鋁合金沖壓零件廠,,,,,2007-12-07,2012/12/07,109.5,37.2
712,3095,30952,及成二 ,0,,,,,詢圈,,通信網路業,台灣鋁合金沖壓零件廠,,,,,,,180.0,96.0
713,3095,30953,及成三,0,,5.0,17.34,3.0,詢圈,,通信網路業,台灣鋁合金沖壓零件廠,,,,,2011-02-11,2014/02/11,115.6,97.5
714,3095,30954,及成四,陽信銀,有擔保,1.5,41.1,3.0,競拍,台新證券,通信網路業,台灣鋁合金沖壓零件廠,1.29,113.44,100.0,1.02,2025-02-25,2028-02-25 00:00:00,126.6,103.6
715,3099,30991,頂倫一 ,0,,,,,詢圈,,,,,,,,,,218.0,105.0
716,3099,30992,頂倫二,0,,,,,詢圈,,,,,,,,,,151.0,90.0
717,3122,31221,笙泉一,彰化銀行,有擔保,2.0,52.0,3.0,競拍,群益證券,半導體業,提供有關MCU軟硬體全方位服務的廠商,3.97,111.71,100.0,1.0318,2021-09-27,2024/09/27,138.0,99.1
718,3122,31222,笙泉二,6,無擔保,2.0,42.3,3.0,詢圈,群益證券,半導體業,提供有關MCU軟硬體全方位服務的廠商,4.02,101.0,101.5075,1.051,2024-05-03,2027/05/03,144.0,92.05
719,3126,31261,信億一,0,,0.5,21.4,3.0,詢圈,,,,,,,,2010-02-28,2013/02/28,226.0,99.1
720,3128,31281,昇銳一,合庫銀行,有擔保,1.0,17.1,3.0,詢圈,群益證券,光電業,為監視系統領域之專業安全監控廠,4.2,100.0,100.0,1.0472,2014-03-04,2017/02/22,121.0,99.8
721,3128,31282,昇銳二,7,無擔保,3.0,44.1,3.0,詢圈,國票證券,光電業,為監視系統領域之專業安全監控廠,4.2,100.0,100.0,1.051,2023-07-03,2026/07/03,125.0,95.05
722,3138,31381,耀登一,兆豐銀行,有擔保,4.0,230.0,3.0,競拍,國票證券,通信網路業,台灣天線製造、儀器設備代理廠商,5.03,121.0,100.0,1.0376,2022-01-18,2025/01/18,121.5,99.65
723,3138,31382,耀登二,6,無擔保,7.0,118.0,3.0,詢圈,富邦證券,通信網路業,台灣天線製造、儀器設備代理廠商,5.03,100.5,100.0,1.0536,2025-01-10,2028/01/10,114.95,97.5
724,3141,31411,晶宏一,板信銀行,有擔保,3.5,38.5,3.0,詢圈,福邦證券,半導體業,元太轉投資LCD驅動IC廠，也是全球電子紙驅動IC龍頭,7.51,101.0,100.0,1.1,2020-11-25,2023/11/25,489.0,111.1
725,3141,31412,晶宏二,6,無擔保,8.0,289.9,3.0,詢圈,統一證券,半導體業,元太轉投資LCD驅動IC廠，也是全球電子紙驅動IC龍頭,7.51,101.0,100.0,1.0627,2021-12-27,2024/12/27,128.1,94.4
726,3141,31413,晶宏三,6,無擔保,8.0,95.0,3.0,詢圈,統一證券,半導體業,元太轉投資LCD驅動IC廠，也是全球電子紙驅動IC龍頭,7.51,101.0,100.0,1.0527,2024-05-20,2027/05/20,130.0,95.9
727,3142,31421,遠茂一,0,,,,,詢圈,,,,,,,,,,112.0,99.5
728,3144,31441,新揚一,0,,,,,詢圈,,,,,,,,,,153.0,100.0
729,3144,31442,新揚二,0,,,,,詢圈,,,,,,,,,,123.0,79.0
730,3149,31491,正達一,彰化銀行,有擔保,4.8,33.8,5.0,詢圈,福邦證券,光電業,鴻海集團旗下之玻璃加工龍頭廠商,14.4,100.0,102.53,1.08,2014-08-25,2019/08/25,106.5,96.0
731,3149,31492,正達二,5,無擔保,5.0,33.3,3.0,詢圈,福邦證券,光電業,鴻海集團旗下之玻璃加工龍頭廠商,14.4,100.0,100.9,1.07,2014-08-26,2017/08/26,100.6,83.0
732,3149,31493,正達三,板信銀行,有擔保,5.0,35.86,3.0,詢圈,永豐金證,光電業,鴻海集團旗下之玻璃加工龍頭廠商,14.4,100.0,100.0,1.1,2021-03-26,2024/03/26,137.0,99.7
733,3162,31621,精確一,0,,,,,詢圈,,電機機械,敏實集團旗下的車用鋁壓鑄零件供應商,,,,,,,135.0,94.0
734,3162,31622,精確二,0,,0.5,,5.0,詢圈,,電機機械,敏實集團旗下的車用鋁壓鑄零件供應商,,,,,2009-11-24,2014/11/24,166.0,102.0
735,3163,31631,波若威一,6,無擔保,2.0,39.49,5.0,詢圈,凱基證券,通信網路業,台灣最大光纖被動元件代工廠,8.05,100.0,100.0,1.0102,2013-07-08,2018/06/28,402.0,107.0
736,3163,31632,波若威二,6,無擔保,3.0,66.0,3.0,詢圈,凱基證券,通信網路業,台灣最大光纖被動元件代工廠,8.05,100.0,100.0,1.0476,2020-10-08,2023/10/08,193.0,101.5
737,3164,31641,景岳一,0,,2.5,88.35,3.0,詢圈,,生技醫療業,亞洲第一家益生菌原料藥GMP廠,,,,,2010-12-24,2013/12/24,136.95,100.1
738,3164,31642,景岳二,0,,2.5,88.35,3.0,詢圈,,生技醫療業,亞洲第一家益生菌原料藥GMP廠,,,,,2010-12-24,2013/12/24,130.0,96.15
739,3167,31671,大量一,6,無擔保,4.0,85.0,3.0,詢圈,福邦證券,電機機械,全球PCB成型機龍頭廠,8.25,101.0,100.0,1.1,2021-11-08,2024/11/08,230.0,90.0
740,3171,31711,新洲一,第一銀行,有擔保,2.0,22.7,3.0,詢圈,群益證券,居家生活,炎洲集團旗下的包材通路商,7.13,100.0,0.0,1.128,2014-10-31,2017/10/31,113.0,101.5
741,3171,31712,新洲二,第一銀,有擔保,2.0,22.5,3.0,詢圈,永豐金證,居家生活,炎洲集團旗下的包材通路商,7.13,103.5,100.0,1.02,2020-10-15,2023/10/15,123.0,99.85
742,3188,31881,鑫龍騰一,新光銀,有擔保,3.0,19.79,3.0,詢圈,福邦證券,建材營造業,以開發南部不動產商品為主,18.6,100.0,100.75,1.03,2019-11-25,2022/11/25,125.0,100.4
743,3202,32021,樺晟一,0,,6.0,22.07,5.0,詢圈,,電子零組件業,台灣極細同軸線龍頭,,,,,2007-09-23,2012/09/23,144.0,88.05
744,3202,32022,樺晟二,大眾銀行,有擔保,3.0,14.88,3.0,詢圈,統一證券,電子零組件業,台灣極細同軸線龍頭,12.2,,,1.0333,2016-09-08,2013/07/18,115.6,98.0
745,3202,32023,樺晟三,,,,14.88,,詢圈,統一證券,,,,100.0,100.0,0.0,,,183.0,103.2
746,3202,32024,樺晟四,華南銀,有擔保,3.03,23.21,3.0,詢圈,統一證券,電子零組件業,台灣極細同軸線龍頭,12.2,101.0,101.0,1.02,2020-09-23,2023/09/23,134.4,100.6
747,3205,32051,佰研一,上海商銀,有擔保,1.0,28.45,3.0,詢圈,凱基證券,生技醫療業,透過克緹直銷有機食品及保健食品,3.25,100.0,100.0,1.02,2013-12-31,2016/12/21,1100.0,107.0
748,3205,32052,佰研二,上海商銀,有擔保,1.0,89.54,3.0,詢圈,福邦證券,生技醫療業,透過克緹直銷有機食品及保健食品,3.25,100.0,100.0,1.02,2015-06-18,2018/06/18,377.0,110.0
749,3207,32071,耀勝一,6,無擔保,5.0,105.47,3.0,詢圈,統一證券,電子零組件業,變壓器及電感線圈製造生產商,6.08,100.0,100.0,1.0501,2024-03-25,2027/03/25,155.0,97.6
750,3209,32091,全科一,0,,,,,詢圈,,電子通路業,為專業通訊元件設計及通路商,,,,,,,157.0,100.0
751,3209,32092,全科二,,,,,,詢圈,,,,,,,,,,115.45,91.05
752,3209,32093,全科三,7,無擔保,3.0,22.0,3.0,詢圈,富邦證券,電子通路業,為專業通訊元件設計及通路商,23.1,100.2,102.2669,1.02,2017-10-24,2020/10/24,120.95,94.7
753,3209,32094,全科四,6,無擔保,6.0,38.2,3.0,競拍,富邦證券,電子通路業,為專業通訊元件設計及通路商,23.1,101.0,102.2669,1.0203,2022-07-21,2025/07/21,150.0,96.2
754,3211,32111,順達一,0,,,,,詢圈,,電腦及週邊設備業,全球第四大筆記型電腦電池組裝廠,,,,,,,321.0,101.0
755,3214,32141,元砷一,0,,,,,詢圈,,,,,,,,,,139.0,101.2
756,3217,32171,優群一,0,,3.0,26.7,3.0,詢圈,,電子零組件業,國內連接器製造商,,,,,2010-01-24,2013/01/24,119.0,98.5
757,3218,32181,大學一,0,,5.0,36.0,5.0,詢圈,,生技醫療業,台灣最大視力健康連鎖集團,,,,,2008-02-17,2013/02/17,157.0,73.75
758,3224,32241,三顧一,0,,1.2,11.6,5.0,詢圈,,電子通路業,經營電子材料代理及再生醫療業務,,,,,2006-09-21,2011/09/21,154.0,98.0
759,3224,32242,三顧二,元大銀行,有擔保,1.5,39.76,3.0,詢圈,康和證券,電子通路業,經營電子材料代理及再生醫療業務,6.82,100.0,100.0,1.066,2014-07-24,2017/07/14,151.0,101.2
760,3224,32243,三顧三,台企銀,有擔保,1.5,63.3,3.0,詢圈,國票證券,電子通路業,經營電子材料代理及再生醫療業務,6.82,101.0,100.0,1.06,2019-01-09,2022/01/09,133.0,99.15
761,3229,32291,晟鈦一,0,,,,,詢圈,,電子零組件業,磷銅球、小量多樣PCB供應商,,,,,,,149.8,81.5
762,3230,32301,錦明一,0,,6.0,,5.0,詢圈,,光電業,生產液晶螢幕金屬機構模具廠,,,,,2006-11-24,2011/11/24,124.5,90.0
763,3230,32302,錦明二,0,,2.5,12.6,3.0,詢圈,,光電業,生產液晶螢幕金屬機構模具廠,,,,,2009-08-14,2012/08/14,153.0,93.5
764,3234,32341,光環一,台企銀,有擔保,5.0,109.3,3.0,詢圈,富邦證券,通信網路業,光收發模組上游晶粒及封裝廠,9.65,100.0,100.0,1.01,2015-11-12,2018/11/12,120.5,100.65
765,3234,32342,光環二,4,無擔保,5.0,109.5,3.0,詢圈,富邦證券,通信網路業,光收發模組上游晶粒及封裝廠,9.65,100.0,100.0,1.01,2015-11-13,2018/11/13,114.5,100.0
766,3236,32361,千如一,6,無擔保,1.0,10.3,5.0,詢圈,華南永昌,電子零組件業,台灣SMD晶片電感廠,10.5,,,1.03,2011-12-28,2016/12/18,170.0,93.0
767,3252,32521,海灣一,0,,1.0,22.3,5.0,詢圈,,觀光餐旅,知名海邊渡假飯店,,,,,2007-01-16,2012/01/16,159.0,24.2
768,3252,32522,海灣二,板信銀行,有擔保,2.0,24.7,3.0,詢圈,中信證券,觀光餐旅,知名海邊渡假飯店,5.02,100.0,100.0,1.01,2013-11-04,2016/10/25,231.0,100.0
769,3252,32523,海灣三,合作金庫,有擔保,2.0,44.8,3.0,詢圈,合作金庫,觀光餐旅,知名海邊渡假飯店,5.02,100.0,0.0,1.0226,2014-05-29,2017/05/19,130.0,100.45
770,3257,32571,虹冠電一,6,無擔保,5.0,75.0,5.0,詢圈,台新證券,半導體業,台灣AC-DC類比電源管理IC供應商,8.0,101.0,100.0,1.07,2024-11-01,2029/11/01,129.0,92.0
771,3260,32601,威剛一,0,,,,,詢圈,,半導體業,全球第二大記憶體模組廠,,,,,,,200.0,107.0
772,3260,32602,威剛二,0,,,,,詢圈,,半導體業,全球第二大記憶體模組廠,,,,,,,130.0,91.0
773,3260,32603,威剛三,0,,,,,詢圈,,半導體業,全球第二大記憶體模組廠,,,,,,,297.0,106.75
774,3260,32604,威剛四,0,,8.0,64.9,3.0,詢圈,,半導體業,全球第二大記憶體模組廠,,,,,2009-07-19,2012/07/19,163.0,101.75
775,3260,32605,威剛五,0,,10.0,45.8,5.0,詢圈,,半導體業,全球第二大記憶體模組廠,,,,,2010-09-21,2015/09/21,172.0,96.0
776,3260,32606,威剛六,彰銀,有擔保,10.0,52.2,5.0,詢圈,玉山證券,半導體業,全球第二大記憶體模組廠,29.6,100.0,0.0,1.05,2019-05-08,2024/05/08,191.0,107.0
777,3260,32607,威剛七,華南銀,有擔保,10.0,57.7,5.0,詢圈,玉山證券,半導體業,全球第二大記憶體模組廠,29.6,100.0,100.0,1.04,2020-09-28,2025/09/28,224.0,109.1
778,3264,32641,欣銓一,0,,,,,詢圈,,半導體業,主攻晶圓測試，台灣前三大IC測試廠之一,,,,,,,153.0,95.3
779,3268,32681,海德威一,合庫銀行,有擔保,2.0,29.2,3.0,競拍,合庫證券,半導體業,台灣消費性IC韌體設計廠,3.34,115.76,100.0,1.0246,2022-01-10,2025/01/10,133.35,99.7
780,3271,32711,其樂一,0,,,,,詢圈,,,,,,,,,,203.0,105.0
781,3271,32712,其樂二,0,,,,,詢圈,,,,,,,,,,149.2,90.0
782,3272,32721,東碩一,5,無擔保,4.0,135.0,3.0,詢圈,國泰證券,電腦及週邊設備業,全球PC/行動裝置擴充基座龍頭廠,6.12,100.0,100.0,1.01,2015-03-05,2018/03/05,137.95,98.0
783,3272,32722,東碩二,5,無擔保,4.0,62.0,3.0,詢圈,富邦證券,電腦及週邊設備業,全球PC/行動裝置擴充基座龍頭廠,6.12,100.5,101.5075,1.0786,2018-02-12,2021/02/12,150.0,98.0
784,3272,32723,東碩三,6,無擔保,3.0,34.2,5.0,競拍,凱基證券,電子零組件業,全球PC/行動裝置擴充基座龍頭廠,6.12,108.93,100.0,1.02,2024-03-07,2029/03/07,111.55,88.0
785,3284,32841,太普一,0,,1.7,25.2,3.0,詢圈,,其他業,台灣最大預塗式感光平版(PS版)廠,,,,,2010-06-08,2013/06/08,114.0,98.0
786,3284,32842,太普二,安泰銀行擔保,有擔保,2.1,11.4,3.0,詢圈,康和證券,其他業,台灣最大預塗式感光平版(PS版)廠,8.88,,,1.018,2012-05-07,2015/04/27,124.5,100.2
787,3288,32881,點晶一,遠東銀行/大眾銀行,有擔保,2.0,19.3,3.0,詢圈,中信證券,電子零組件業,LED、馬達驅動應用的類比IC設計廠商,1.5,101.0,100.0,1.08,2014-07-28,2017/07/28,108.05,97.0
788,3289,32891,宜特一,0,,,,,詢圈,,其他業電子業,台灣半導體驗證分析大廠,,,,,,,209.0,101.8
789,3289,32892,宜特二,0,,3.0,29.2,3.0,詢圈,,其他業電子業,台灣半導體驗證分析大廠,,,,,2010-12-31,2013/12/31,120.5,99.2
790,3289,32893,宜特三,5,無擔保,3.0,95.0,3.0,詢圈,元大證券,其他業電子業,台灣半導體驗證分析大廠,7.55,100.5,100.7519,1.0494,2015-12-22,2018/12/22,145.15,100.15
791,3289,32894,宜特四,5,無擔保,4.0,110.0,3.0,詢圈,元富證券,其他業電子業,台灣半導體驗證分析大廠,7.55,100.0,100.0,1.1494,2016-12-05,2019/12/05,123.0,93.45
792,3289,32895,宜特五,5,無擔保,15.0,132.8,3.0,詢圈,元富證券,其他業電子業,台灣半導體驗證分析大廠,7.55,100.0,0.0,1.1,2017-10-30,2020/10/30,109.0,85.7
793,3290,32901,東浦一,安泰&板信,有擔保,1.5,14.3,3.0,詢圈,中信證券,電子零組件業,塑膠精密元件模具廠,12.2,,,1.01,2013-01-25,2016/01/15,174.0,105.3
794,3290,32902,東浦二,安泰銀,有擔保,2.5,31.5,3.0,詢圈,永豐金證,電子零組件業,塑膠精密元件模具廠,12.2,,,1.0836,2013-12-11,2016/12/01,117.6,99.6
795,3290,32903,東浦三,華南銀行,有擔保,3.0,20.35,3.0,競拍,統一證券,電子零組件業,塑膠精密元件模具廠,12.2,106.85,100.0,1.02,2022-11-22,2025/11/22,223.0,115.3
796,3294,32941,英濟一,0,,3.0,37.0,5.0,詢圈,,電子零組件業,專營塑膠零組件射出與模具廠,,,,,2007-11-13,2012/11/13,102.0,63.2
797,3294,32942,英濟二,中國信託擔,有擔保,3.0,19.4,3.0,詢圈,中信證券,電子零組件業,專營塑膠零組件射出與模具廠,13.2,,,1.01,2011-07-26,2014/07/16,123.0,98.8
798,3296,32961,勝德一,0,,4.0,36.14,5.0,詢圈,,電子零組件業,以PC應用為主的電源保護器廠,,,,,2007-03-02,2012/03/02,190.0,96.0
799,3299,32991,帛漢一,0,,,,,詢圈,,,,,,,,,,108.0,89.0
800,3299,32992,帛漢二,0,,2.0,27.7,3.0,詢圈,,,,,,,,2009-12-15,2012/12/15,167.0,104.0
801,3299,32993,帛漢三,0,,3.0,40.0,3.0,詢圈,,,,,,,,2010-08-02,2013/08/02,122.0,98.0
802,3299,32994,帛漢四,,,,46.8,,詢圈,凱基證券,,,,100.3,100.0,0.0,,,206.0,105.0
803,3303,33031,岱稜一,0,,6.0,34.3,5.0,詢圈,,其他業電子業,全球前三大的燙金箔領導商,,,,,2007-11-18,2012/11/18,124.0,83.0
804,3303,33032,岱稜二,0,,2.55,22.1,3.0,詢圈,,其他業電子業,全球前三大的燙金箔領導商,,,,,2009-06-28,2012/06/28,178.0,100.0
805,3303,33033,岱稜三,台北富邦擔保,有擔保,1.5,14.3,3.0,詢圈,富邦證券,其他業電子業,全球前三大的燙金箔領導商,9.41,,,1.01,2012-05-07,2015/04/27,213.0,103.05
