序號,開標日期,股票代號,CB代號,名稱,股本,發行規模,年期,擔保,信用評等,競拍張數,底標價,截標日,截標收盤,轉換價,訂價溢價率,理論價,最低得標,最低溢價,平均得標,平均溢價,發行券商,產業分類,合格件數,投標張數,投標倍數,投標均張,投標開始日,最高投(得)標數量(張),撥券日,得標總金額,得標手續費率(%),最高得標價格(元),承銷價格(元)
135,2023-05-15,2421,24213,建準三,25.1,12.0,5,無擔保,5,10200,100.0,2023-05-11,65.0,54.9,1.035,118.4,113.52,-0.0412,115.52,-0.0243,台新證券,電子零組件業,620,23927,2.35,38.59,2023-05-09,1020.0,2023-05-24,1178337000.0,0.5,121.13,115.52
136,2023-05-19,4129,41294,聯合四,8.8,5.0,3,無擔保,6,4250,100.0,2023-05-17,62.5,61.7,1.021,101.3,105.03,0.0369,106.57,0.0521,凱基證券,生技醫療業,443,15667,3.69,35.37,2023-05-15,425.0,2023-05-30,452918350.0,0.5,114.0,106.57
137,2023-05-24,4906,49066,正文六,36.3,15.0,3,無擔保,6,13201,101.0,2023-05-22,30.5,30.8,1.022,99.03,102.33,0.0334,103.82,0.0484,凱基證券,通信網路業,535,23142,1.75,43.26,2023-05-18,1320.0,2023-06-02,1370592120.0,0.5,110.01,103.82
138,2023-05-31,9906,99061,欣巴巴一,8.3,2.0,3,有擔保,8,1700,101.0,2023-05-29,50.8,53.8,1.1,94.42,108.83,0.1526,110.0,0.165,統一證券,建材營造業,213,5818,3.42,27.31,2023-05-25,170.0,2023-06-09,187007330.0,0.5,115.0,110.0
139,2023-06-05,6279,62791,胡連一,10.0,15.0,3,無擔保,4,12750,102.0,2023-06-01,148.0,146.5,1.021,101.02,107.21,0.0612,108.61,0.0751,永豐金證,電子零組件業,1044,34318,2.69,32.87,2023-05-30,1275.0,2023-06-14,1384715900.0,0.5,138.88,108.61
140,2023-06-07,3617,36172,碩天二,8.1,12.0,5,無擔保,5,10200,100.0,2023-06-05,199.5,200.0,1.025,99.75,105.5,0.0576,107.64,0.0791,宏遠證券,其他電子業,652,23369,2.29,35.84,2023-06-01,1020.0,2023-06-16,1097954960.0,0.5,150.0,107.64
141,2023-06-08,6804,68041,明係一,3.5,2.0,3,無擔保,6,1700,102.0,2023-06-06,71.1,73.8,1.035,96.34,102.93,0.0684,104.24,0.082,兆豐證券,運動休閒,171,4158,2.45,24.32,2023-06-02,170.0,2023-06-19,177199790.0,0.5,109.0,104.24
142,2023-06-09,3587,35871,閎康一,6.2,6.0,3,無擔保,4,5100,102.0,2023-06-07,231.5,218.0,1.034,106.19,112.53,0.0597,113.69,0.0706,元大證券,其他電子業,951,30207,5.92,31.76,2023-06-05,510.0,2023-06-20,579832050.0,0.5,150.0,113.69
143,2023-06-12,5608,56086,四維航六,27.9,5.0,3,無擔保,7,4250,100.0,2023-06-08,23.55,23.8,1.031,98.95,105.22,0.0634,107.71,0.0885,永豐金證,航運業,293,8696,2.05,29.68,2023-06-06,425.0,2023-06-21,457763900.0,0.5,112.32,107.71
144,2023-06-21,3092,30922,鴻碩二,9.1,2.5,3,無擔保,7,2125,100.0,2023-06-19,39.0,37.6,1.022,103.72,105.1,0.0133,107.33,0.0348,凱基證券,電子零組件業,439,10219,4.81,23.28,2023-06-15,212.0,2023-07-04,228066890.0,0.5,113.25,107.33
145,2023-07-13,5230,52303,雷迪克三,4.7,3.0,3,無擔保,7,2550,101.5,2023-07-11,24.35,23.6,1.02,103.18,110.68,0.0727,111.88,0.0843,富邦證券,光電業,545,14459,5.67,26.53,2023-07-07,255.0,2023-07-24,285286060.0,0.5,114.0,111.88
